2.1910000 12.0000000      0.1302900 6.5140000 2.1600000 0.4000000   0.1733978 0.0000000    2147483647 0    0.1302900 0.1302900 0.1302900   0.1302900 0.1302900 0.1302900   0.1302900 0.1302900 0.1302900    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    1.0000000 1.0000000 1.0000000   1.0000000 1.0000000 1.0000000   1.0000000 1.0000000 1.0000000    6.5140000 6.5140000 6.5140000    6.5140000 6.5140000 6.5140000    6.5140000 6.5140000 6.5140000     0.0100000 0.0100000 0.0100000    0.0100000 0.0100000 0.0100000    0.0100000 0.0100000 0.0100000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       1.1230861   0.7731983 1.0000000   0.0000000 0.0000000    1.1230861 0.1295387    0.0112309 1.0202312   1.1230861 0.0112309   0.2189796 1.0000000
2.2010000 12.0000000      0.1622300 4.0280000 2.2000000 0.4000000   0.2506547 0.0443414    2147483647 0    0.1462600 0.1302900 0.1622300   0.1462600 0.1302900 0.1622300   0.1462600 0.1302900 0.1622300    0.0221707 0.0000000 0.0443414    0.0221707 0.0000000 0.0443414    0.0221707 0.0000000 0.0443414    0.9015595 0.8031190 1.0000000   0.9015595 0.8031190 1.0000000   0.9015595 0.8031190 1.0000000    5.2710000 4.0280000 6.5140000    5.2710000 4.0280000 6.5140000    5.2710000 4.0280000 6.5140000     0.0135000 0.0100000 0.0170000    0.0135000 0.0100000 0.0170000    0.0135000 0.0100000 0.0170000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       5.0281418   0.7726610 0.8031190   0.0000000 0.5201135    4.4770760 0.3221969    0.0502814 0.5443175   4.4770760 0.0502814   4.3892726 1.8000000
2.2110000 12.0000000      0.1610800 3.3850000 2.2000000 0.4000000   0.3225800 0.0831755    2147483647 0    0.1512000 0.1302900 0.1622300   0.1512000 0.1302900 0.1622300   0.1512000 0.1302900 0.1622300    0.0425057 0.0000000 0.0831755    0.0425057 0.0000000 0.0831755    0.0425057 0.0000000 0.0831755    0.8588826 0.7735287 1.0000000   0.8588826 0.7735287 1.0000000   0.8588826 0.7735287 1.0000000    4.6423333 3.3850000 6.5140000    4.6423333 3.3850000 6.5140000    4.6423333 3.3850000 6.5140000     0.0166667 0.0100000 0.0230000    0.0166667 0.0100000 0.0230000    0.0166667 0.0100000 0.0230000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       5.2115340   0.8083467 0.7735287   0.0000000 0.3331680    1.0364732 0.2499373    0.0521153 0.4655207   1.0364732 0.0521153   3.6474143 1.2777778
2.2210000 12.0000000      0.1768300 2.1900000 2.2000000 0.4000000   0.4088154 0.0889610    2147483647 0    0.1576075 0.1302900 0.1768300   0.1576075 0.1302900 0.1768300   0.1576075 0.1302900 0.1768300    0.0541195 0.0000000 0.0889610    0.0541195 0.0000000 0.0889610    0.0541195 0.0000000 0.0889610    0.8203198 0.7046316 1.0000000   0.8203198 0.7046316 1.0000000   0.8203198 0.7046316 1.0000000    4.0292500 2.1900000 6.5140000    4.0292500 2.1900000 6.5140000    4.0292500 2.1900000 6.5140000     0.0202500 0.0100000 0.0310000    0.0202500 0.0100000 0.0310000    0.0202500 0.0100000 0.0310000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       6.4191333   0.8084270 0.7046316   0.0000000 0.5294118    1.2317167 0.2212686    0.0641913 0.3835104   1.2317167 0.0641913   5.0407179 1.3913043
2.2310000 12.0000000      0.2101600 2.4770000 2.2400000 0.4000000   0.2386379 0.1068685    37 0    0.1681180 0.1302900 0.2101600   0.1681180 0.1302900 0.2101600   0.1681180 0.1302900 0.2101600    0.0646693 0.0000000 0.1068685    0.0646693 0.0000000 0.1068685    0.0646693 0.0000000 0.1068685    0.7748322 0.5928816 1.0000000   0.7748322 0.5928816 1.0000000   0.7748322 0.5928816 1.0000000    3.7188000 2.1900000 6.5140000    3.7188000 2.1900000 6.5140000    3.7188000 2.1900000 6.5140000     0.0236000 0.0100000 0.0370000    0.0236000 0.0100000 0.0370000    0.0236000 0.0100000 0.0370000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       7.5879482   0.8085875 0.5928816   0.0000000 0.6469304    1.1820830 0.2262122    0.0758795 0.3380986   1.1820830 0.0758795   5.9264445 1.1562500
2.2410000 12.0000000      0.2408900 2.5250000 2.2800000 0.4000000   0.2081985 0.1141864    37 0    0.1802467 0.1302900 0.2408900   0.1802467 0.1302900 0.2408900   0.1802467 0.1302900 0.2408900    0.0729221 0.0000000 0.1141864    0.0729221 0.0000000 0.1141864    0.0729221 0.0000000 0.1141864    0.7319016 0.5172485 1.0000000   0.7319016 0.5172485 1.0000000   0.7319016 0.5172485 1.0000000    3.5198333 2.1900000 6.5140000    3.5198333 2.1900000 6.5140000    3.5198333 2.1900000 6.5140000     0.0258333 0.0100000 0.0370000    0.0258333 0.0100000 0.0370000    0.0258333 0.0100000 0.0370000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       8.3667188   0.8085875 0.5172485   0.0000000 0.6469304    1.1026326 0.2494289    0.0836672 0.3197069   1.1026326 0.0836672   6.2861846 1.0000000
2.2520000 12.0000000      0.2803300 3.2510000 2.3200000 0.4000000   0.1789114 0.1159714    37 0    0.1945443 0.1302900 0.2803300   0.1945443 0.1302900 0.2803300   0.1945443 0.1302900 0.2803300    0.0790720 0.0000000 0.1159714    0.0790720 0.0000000 0.1159714    0.0790720 0.0000000 0.1159714    0.6908408 0.4444762 1.0000000   0.6908408 0.4444762 1.0000000   0.6908408 0.4444762 1.0000000    3.4814286 2.1900000 6.5140000    3.4814286 2.1900000 6.5140000    3.4814286 2.1900000 6.5140000     0.0274286 0.0100000 0.0370000    0.0274286 0.0100000 0.0370000    0.0274286 0.0100000 0.0370000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       8.7601698   0.8101124 0.4444762   0.0000000 0.5870115    1.0470257 0.2611585    0.0876017 0.3020700   1.0470257 0.0876017   5.9217631 1.0000000
2.2620000 12.0000000      0.3235900 4.2590000 2.3600000 0.4000000   0.1549890 0.1114675    37 0    0.2106750 0.1302900 0.3235900   0.2106750 0.1302900 0.3235900   0.2106750 0.1302900 0.3235900    0.0831215 0.0000000 0.1159714    0.0831215 0.0000000 0.1159714    0.0831215 0.0000000 0.1159714    0.6526176 0.3850552 1.0000000   0.6526176 0.3850552 1.0000000   0.6526176 0.3850552 1.0000000    3.5786250 2.1900000 6.5140000    3.5786250 2.1900000 6.5140000    3.5786250 2.1900000 6.5140000     0.0285000 0.0100000 0.0370000    0.0285000 0.0100000 0.0370000    0.0285000 0.0100000 0.0370000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       9.0573113   0.8089085 0.3850552   0.0000000 0.5878851    1.0339196 0.2700169    0.0905731 0.2855663   1.0339196 0.0905731   5.4840204 1.0000000
2.2720000 12.0000000      0.3447800 3.3110000 2.3600000 0.4000000   0.1415347 0.1124191    36 0    0.2255756 0.1302900 0.3447800   0.2255756 0.1302900 0.3447800   0.2255756 0.1302900 0.3447800    0.0863768 0.0000000 0.1159714    0.0863768 0.0000000 0.1159714    0.0863768 0.0000000 0.1159714    0.6202590 0.3613899 1.0000000   0.6202590 0.3613899 1.0000000   0.6202590 0.3613899 1.0000000    3.5488889 2.1900000 6.5140000    3.5488889 2.1900000 6.5140000    3.5488889 2.1900000 6.5140000     0.0293333 0.0100000 0.0370000    0.0293333 0.0100000 0.0370000    0.0293333 0.0100000 0.0370000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       9.2843836   0.8102729 0.3613899   0.0000000 0.5868952    1.0250706 0.2844749    0.0928438 0.2671440   1.0250706 0.0928438   5.4082859 0.9729730
2.2820000 12.0000000      0.3597800 2.0600000 2.3600000 0.4000000   0.1356349 0.1149356    36 0    0.2389960 0.1302900 0.3597800   0.2389960 0.1302900 0.3597800   0.2389960 0.1302900 0.3597800    0.0892326 0.0000000 0.1159714    0.0892326 0.0000000 0.1159714    0.0892326 0.0000000 0.1159714    0.5928653 0.3463228 1.0000000   0.5928653 0.3463228 1.0000000   0.5928653 0.3463228 1.0000000    3.4000000 2.0600000 6.5140000    3.4000000 2.0600000 6.5140000    3.4000000 2.0600000 6.5140000     0.0300000 0.0100000 0.0370000    0.0300000 0.0100000 0.0370000    0.0300000 0.0100000 0.0370000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       9.4692203   0.8087480 0.3463228   0.0000000 0.5880018    1.0199083 0.2901383    0.0946922 0.2504138   1.0199083 0.0946922   5.3912191 1.0000000
2.2920000 12.0000000      0.3638900 0.8820000 2.4000000 0.4000000   0.1341029 0.1126555    36 0    0.2623560 0.1610800 0.3638900   0.2503500 0.1302900 0.3638900   0.2503500 0.1302900 0.3638900    0.1004982 0.0443414 0.1159714    0.0913620 0.0000000 0.1159714    0.0913620 0.0000000 0.1159714    0.5271065 0.3424112 0.8031190   0.5700968 0.3424112 1.0000000   0.5700968 0.3424112 1.0000000    2.8368000 0.8820000 4.2590000    3.1710909 0.8820000 6.5140000    3.1710909 0.8820000 6.5140000     0.0326000 0.0170000 0.0370000    0.0305455 0.0100000 0.0370000    0.0305455 0.0100000 0.0370000       0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000    0.0000000 0.0000000 0.0000000                       9.6136170   0.8093098 0.3424112   0.0000000 0.5875936    1.0152491 0.2945626    0.0961362 0.2353230   1.0152491 0.0961362   5.4941318 1.0000000
